CustomerID,Recency,Frequency,GrossSpend,ReturnAmount,Monetary,ReturnRate,Cluster,Segment,silhouette,Emoji,Tagline,Action
12725,370,1,427.8,0.0,427.8,0.0,2,Hibernating,0.5406055397971652,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12726,27,7,2609.1,0.0,2609.1,0.0,0,Champions,0.5389082525134145,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12727,10,7,3980.7,-33.0,3947.7,0.0083,0,Champions,0.5591323931578215,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12728,70,4,836.33,0.0,836.33,0.0,1,Regulars,0.21190032868128134,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12729,113,1,453.01,0.0,453.01,0.0,1,Regulars,0.32550399688627135,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12731,23,12,18895.91,-102.5,18793.41,0.0054,0,Champions,0.49122837644925094,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12732,179,1,236.26,0.0,236.26,0.0,2,Hibernating,0.28087572783903725,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12733,233,1,383.95,0.0,383.95,0.0,2,Hibernating,0.4914811227828792,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12734,352,1,110.4,0.0,110.4,0.0,2,Hibernating,0.549850344744557,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12735,314,2,779.5699999999999,0.0,779.5699999999999,0.0,2,Hibernating,0.47320078102802493,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12736,332,1,234.0,0.0,234.0,0.0,2,Hibernating,0.5929314163180606,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12738,371,1,155.35,0.0,155.35,0.0,2,Hibernating,0.554275652327768,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12739,77,2,1013.04,0.0,1013.04,0.0,1,Regulars,0.46250411134895403,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12740,63,1,427.6,0.0,427.6,0.0,1,Regulars,0.5322915767090829,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12743,133,2,540.13,0.0,540.13,0.0,1,Regulars,0.2813701781578404,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12744,51,7,21279.29,-12158.9,9120.39,0.5714,3,High-Return Risk,0.4324030515405753,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12747,1,11,4196.01,0.0,4196.01,0.0,0,Champions,0.5779890303421306,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12748,0,209,33053.19,-4647.63,28405.56,0.1406,0,Champions,0.27471510900620183,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12749,3,5,4090.88,-222.68,3868.2,0.0544,0,Champions,0.4225477510178066,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12750,128,1,275.88,0.0,275.88,0.0,1,Regulars,0.16434838272283545,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12752,80,1,4366.78,0.0,4366.78,0.0,1,Regulars,0.15204226961596334,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12753,22,6,21429.39,-405.38,21024.01,0.0189,0,Champions,0.425814768960033,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12754,235,3,3010.74,-61.620000000000005,2949.12,0.0205,2,Hibernating,0.1046939865913421,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12755,280,2,3811.95,-1608.7499999999998,2203.2,0.422,3,High-Return Risk,0.40292700406124726,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12756,86,1,112.07999999999998,0.0,112.07999999999998,0.0,1,Regulars,0.26958022310930013,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12757,15,13,7834.650000000001,-3629.4,4205.25,0.4632,3,High-Return Risk,0.3866228495715528,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12758,116,2,2791.59,0.0,2791.59,0.0,1,Regulars,0.12486506129178998,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12759,51,3,1531.44,0.0,1531.44,0.0,1,Regulars,0.1262945574120247,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12762,7,2,1898.52,0.0,1898.52,0.0,1,Regulars,0.1993505318160947,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12763,137,2,494.08,0.0,494.08,0.0,1,Regulars,0.24442780846865164,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12764,316,1,1693.88,0.0,1693.88,0.0,2,Hibernating,0.3827044803707838,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12766,3,7,6989.63,0.0,6989.63,0.0,0,Champions,0.5266279848829757,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12769,238,1,1143.6,0.0,1143.6,0.0,2,Hibernating,0.3223682225815067,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12770,210,1,1351.45,0.0,1351.45,0.0,2,Hibernating,0.19145906893616202,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12772,59,1,892.47,0.0,892.47,0.0,1,Regulars,0.5170973195015918,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12775,16,5,1386.04,-34.8,1351.24,0.0251,0,Champions,0.2664244117114149,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12778,19,6,822.23,-18.0,804.23,0.0219,0,Champions,0.15173179564839087,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12779,37,8,3981.36,-112.66,3868.7,0.0283,0,Champions,0.5666216806755839,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12781,63,2,826.74,-119.02,707.72,0.144,1,Regulars,0.24470978687434453,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12782,4,5,2330.92,-57.6,2273.32,0.0247,0,Champions,0.4108372040261667,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12783,1,6,2225.91,-622.04,1603.87,0.2795,3,High-Return Risk,0.11577120514565405,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12784,8,2,532.8199999999999,0.0,532.8199999999999,0.0,1,Regulars,0.55878136112489,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12785,363,1,311.95,-6.24,305.71,0.02,2,Hibernating,0.5602695834151884,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12787,9,3,463.66,0.0,463.66,0.0,1,Regulars,0.4710580228315655,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12789,64,1,91.85,0.0,91.85,0.0,1,Regulars,0.31164963658700806,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12790,191,1,324.92,0.0,324.92,0.0,2,Hibernating,0.328004970426253,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12791,373,1,192.6,0.0,192.6,0.0,2,Hibernating,0.5581844996013265,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12792,256,1,400.54,0.0,400.54,0.0,2,Hibernating,0.5402419759533917,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12793,334,2,545.48,0.0,545.48,0.0,2,Hibernating,0.5151552381590562,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12794,52,2,860.41,0.0,860.41,0.0,1,Regulars,0.5110155102879168,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12795,18,1,430.48,0.0,430.48,0.0,1,Regulars,0.5868939471705807,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12797,365,1,254.03,-59.85,194.18,0.2356,2,Hibernating,0.2451425016070319,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12798,9,3,6977.04,0.0,6977.04,0.0,0,Champions,0.2883105385906064,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12802,186,1,427.58,-15.0,412.58,0.0351,2,Hibernating,0.24549363955305614,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12808,36,3,483.65,0.0,483.65,0.0,1,Regulars,0.4983688288728759,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12809,177,1,489.31,-4.95,484.36,0.0101,2,Hibernating,0.1788508426910043,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12811,260,3,514.85,0.0,514.85,0.0,2,Hibernating,0.39822197792185465,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12812,44,1,229.64,0.0,229.64,0.0,1,Regulars,0.5181619858537164,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12814,101,1,125.92,0.0,125.92,0.0,1,Regulars,0.21852310025888286,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12815,147,2,1063.46,0.0,1063.46,0.0,1,Regulars,0.215593539779282,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12816,95,2,572.2,0.0,572.2,0.0,1,Regulars,0.49551929900686986,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12817,280,1,166.04,0.0,166.04,0.0,2,Hibernating,0.5871289308004026,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12818,261,1,1542.08,-24.2,1517.88,0.0157,2,Hibernating,0.32855655690091967,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12820,2,4,942.34,0.0,942.34,0.0,1,Regulars,0.08497301808339486,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12821,213,1,92.72,0.0,92.72,0.0,2,Hibernating,0.41115675112447064,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12822,70,2,948.88,-29.9,918.98,0.0315,1,Regulars,0.46465724754465776,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12823,74,5,1759.5,0.0,1759.5,0.0,0,Champions,0.2819539352067123,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12824,59,1,397.12,0.0,397.12,0.0,1,Regulars,0.5389746263617644,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12826,2,7,1474.72,-6.6,1468.12,0.0045,0,Champions,0.43579949227662507,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12827,5,3,430.15,0.0,430.15,0.0,1,Regulars,0.473097303734455,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12828,2,6,1018.71,0.0,1018.71,0.0,0,Champions,0.25155186320459866,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12829,336,2,293.0,-39.95,253.05,0.1363,2,Hibernating,0.3637150094047859,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12830,37,6,6814.64,-66.24,6748.400000000001,0.0097,0,Champions,0.5038009616511505,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12831,261,1,215.05,0.0,215.05,0.0,2,Hibernating,0.5780242499236191,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12832,31,2,383.03,0.0,383.03,0.0,1,Regulars,0.6148103018662034,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12833,144,1,417.38,0.0,417.38,0.0,1,Regulars,0.08609656803360187,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12834,282,1,312.38,0.0,312.38,0.0,2,Hibernating,0.5896799625806771,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12836,58,4,2610.36,0.0,2610.36,0.0,0,Champions,0.28597723631833294,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12837,172,1,134.1,0.0,134.1,0.0,2,Hibernating,0.25476963240455475,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12838,33,2,671.95,0.0,671.95,0.0,1,Regulars,0.5564091991979248,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12839,2,14,5591.42,-7.8,5583.62,0.0014,0,Champions,0.5624596237644834,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12840,143,4,2726.77,-12.5,2714.27,0.0046,0,Champions,0.14907503052769336,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12841,4,25,3991.58,-145.95000000000002,3845.63,0.0366,0,Champions,0.4879639297597451,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12842,69,2,1118.99,0.0,1118.99,0.0,1,Regulars,0.4352500536161261,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12843,65,8,1702.26,-21.5,1680.76,0.0126,0,Champions,0.458223472345816,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12844,28,2,325.96000000000004,0.0,325.96000000000004,0.0,1,Regulars,0.6151610923273412,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12845,266,4,354.09,0.0,354.09,0.0,2,Hibernating,0.3678243991523869,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12847,21,1,843.64,0.0,843.64,0.0,1,Regulars,0.5330990966307023,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12849,30,2,1010.29,0.0,1010.29,0.0,1,Regulars,0.45169732472353363,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12851,96,1,131.81,0.0,131.81,0.0,1,Regulars,0.25225369539584547,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12852,294,1,311.55,-11.8,299.75,0.0379,2,Hibernating,0.5642950167098343,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12853,134,6,1957.1,-75.4,1881.7,0.0385,0,Champions,0.2526248055192061,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12854,78,3,1316.25,-35.35,1280.9,0.0269,1,Regulars,0.2090974743843658,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12855,372,1,38.1,0.0,38.1,0.0,2,Hibernating,0.4475758957699085,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12856,7,6,2170.78,-17.25,2153.53,0.0079,0,Champions,0.480462661489826,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12857,210,2,1106.4,0.0,1106.4,0.0,2,Hibernating,0.18261928246966833,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12863,51,1,521.2,-17.0,504.2000000000001,0.0326,1,Regulars,0.531722885102818,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12864,137,1,147.12,0.0,147.12,0.0,2,Hibernating,0.0012133327909081017,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12865,25,2,1568.23,-20.16,1548.07,0.0129,1,Regulars,0.2938320634255064,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12866,282,1,559.12,0.0,559.12,0.0,2,Hibernating,0.5306844450810927,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12867,25,7,4009.34,-50.6,3958.74,0.0126,0,Champions,0.5612100511934305,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12868,185,6,1607.0600000000002,0.0,1607.0600000000002,0.0,0,Champions,0.12841187306926313,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12871,83,2,380.64,0.0,380.64,0.0,1,Regulars,0.521266819539202,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12872,326,2,599.97,0.0,599.97,0.0,2,Hibernating,0.5066737956161341,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12873,281,1,374.0,0.0,374.0,0.0,2,Hibernating,0.576419996981855,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12875,142,2,343.2300000000001,0.0,343.2300000000001,0.0,1,Regulars,0.15818831109258258,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12876,57,2,2218.02,0.0,2218.02,0.0,1,Regulars,0.18354448861184455,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12877,3,12,1535.77,0.0,1535.77,0.0,0,Champions,0.4879545376366065,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12878,235,2,854.99,-13.35,841.64,0.0156,2,Hibernating,0.3331687582772056,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12879,44,3,573.22,-20.65,552.57,0.036,1,Regulars,0.44384795247743497,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12881,275,1,298.0,0.0,298.0,0.0,2,Hibernating,0.5872330487745236,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12882,8,2,1463.04,0.0,1463.04,0.0,1,Regulars,0.29742549133860025,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12883,24,4,703.47,0.0,703.47,0.0,1,Regulars,0.2424531472276801,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12884,87,1,309.05,0.0,309.05,0.0,1,Regulars,0.42870609028563045,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12885,62,3,1175.22,-16.95,1158.27,0.0144,1,Regulars,0.25814867418723714,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12886,67,2,1378.4,-27.31,1351.09,0.0198,1,Regulars,0.3635079641665086,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12888,213,2,354.12,-40.349999999999994,313.77,0.1139,2,Hibernating,0.2130739548092573,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12890,23,1,376.72,0.0,376.72,0.0,1,Regulars,0.5817274755330902,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12891,185,3,331.0,0.0,331.0,0.0,2,Hibernating,0.13716051971042492,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12893,30,1,176.55,0.0,176.55,0.0,1,Regulars,0.4994698573101206,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12895,41,2,372.8,-25.5,347.3,0.0684,1,Regulars,0.4961635941724539,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12897,204,2,216.5,0.0,216.5,0.0,2,Hibernating,0.36023102915238314,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12901,8,28,17654.54,-1361.44,16293.1,0.0771,0,Champions,0.44096104243825196,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12902,264,1,138.68,0.0,138.68,0.0,2,Hibernating,0.5602257722624026,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12904,17,2,496.06,0.0,496.06,0.0,1,Regulars,0.5815856833575193,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12906,11,5,2919.81,0.0,2919.81,0.0,0,Champions,0.44600234919260834,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12908,175,2,750.0,-504.0,246.0,0.672,3,High-Return Risk,0.496171018363673,⚠️,Active but return a significant portion of purchases,"Investigate return reasons, improve product descriptions/photos, review sizing guides."
12909,39,5,2178.67,-49.84,2128.83,0.0229,0,Champions,0.39282827868546566,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12910,22,8,3075.04,0.0,3075.04,0.0,0,Champions,0.5693125143393002,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12912,2,5,1662.3,0.0,1662.3,0.0,0,Champions,0.33427840778928486,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12913,4,5,2483.63,0.0,2483.63,0.0,0,Champions,0.4234864531616169,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12915,148,2,363.65,0.0,363.65,0.0,1,Regulars,0.11473730147521338,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12916,138,4,2944.95,-23.799999999999997,2921.1499999999996,0.0081,0,Champions,0.17402662622447995,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12917,127,1,594.0,0.0,594.0,0.0,1,Regulars,0.2527023045277687,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12919,7,6,1335.19,-33.75,1301.44,0.0253,0,Champions,0.3474829056290172,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12920,16,1,162.78,0.0,162.78,0.0,1,Regulars,0.49885129212827317,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12921,8,37,16587.09,-197.35,16389.74,0.0119,0,Champions,0.4370784194327434,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12922,160,1,405.38,0.0,405.38,0.0,2,Hibernating,0.06732700067336762,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12923,63,1,172.82,0.0,172.82,0.0,1,Regulars,0.43136745743342997,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12924,87,4,933.7,-3.75,929.95,0.004,1,Regulars,0.17501425971400206,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12925,4,2,694.05,0.0,694.05,0.0,1,Regulars,0.508572507124874,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12928,34,5,2062.7000000000003,0.0,2062.7000000000003,0.0,0,Champions,0.38710583355870254,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12929,311,1,117.85,-12.75,105.1,0.1082,2,Hibernating,0.4125560832863333,😴,Lapsed customers — haven't bought in a long time,"Win-back campaigns, time-limited discounts, ""We miss you"" email sequence."
12930,77,2,415.8,-5.9,409.9,0.0142,1,Regulars,0.5453980430766817,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12931,21,15,42055.96,-8593.15,33462.81,0.2043,0,Champions,0.3062806351946552,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12933,23,3,607.53,-1.25,606.28,0.0021,1,Regulars,0.44795344799981135,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12935,1,7,2160.7,-4.25,2156.45,0.002,0,Champions,0.512148625959768,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12936,16,4,1063.9,-51.0,1012.9,0.0479,1,Regulars,0.0362219173667097,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12937,14,4,1504.27,0.0,1504.27,0.0,0,Champions,0.1478754074314269,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12938,25,1,114.14,0.0,114.14,0.0,1,Regulars,0.4319644146094578,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12939,63,8,11581.8,0.0,11581.8,0.0,0,Champions,0.49060555884453894,🏆,"Recent, frequent, high-value buyers","Reward with loyalty perks, early access, VIP offers. Protect at all costs."
12940,54,2,899.69,-37.25,862.44,0.0414,1,Regulars,0.45993581048275717,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
12942,130,3,675.6,0.0,675.6,0.0,1,Regulars,0.32116201602839267,🛍️,Consistent buyers with growth potential,"Upsell with bundles, cross-sell adjacent categories, increase order frequency."
